Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,3.287339926,2.815749884,3.303689957,3.521600008,2.135540009,3.115080118,3.368669987,4.081850052,3.428560019,2.791019917,2.719140053,3.03350997,5.090270042,5.148880005,5.007619858,5.400839806,..,..,..,..,..,14.19882965,..,..,..,5.859610081,5.582630157,..,..,..,6.585830212,6.551109791,..,5.535069942,4.738339901,3.759979963,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.588190079,6.156429768,4.902609825,..,4.919630051,4.08521986,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.79061985,7.384230137,6.780200005,5.531599998,5.985509872,6.586150169,6.026189804,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.334569931,..,..,..,2.429749966,2.130199909,..,..,1.503690004,1.990280032,2.825220108,..,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.814640045,3.794295073,..,4.112339973,4.140850067,3.853990078,3.894940019,4.093625069,4.207555056,4.079349995,3.93859005,3.891489983,4.291189909,4.334774971,4.796509981,4.900140047,4.60902977,4.609699965,4.878550053,4.89528513,4.705900192,4.639220238,4.535510063,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.99456501,..,..,3.340150118,3.764919996,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,..,3.792889953,3.855165124,4.639089823,5.325745106,4.670629978,4.410675049,..,5.004640102,5.260620117,4.937005043,4.618155003,4.535510063,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.645864964,3.800620079,3.948930025,4.04286015,3.883855104,3.535049915,3.974479914,..,4.022464991,4.083010197,4.832239866,5.463550091,4.83382988,4.726890087,4.643070221,5.004640102,5.260620117,4.998700142,4.27918005,4.522819996,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.99456501,..,..,3.309165001,3.729219913,3.643519998,3.839125037,3.750370026,3.458904982,3.578660011,..,3.669059992,3.627320051,4.458109856,5.187940121,4.507430077,4.410675049,4.643070221,4.941595078,4.995784998,4.937005043,4.618155003,4.535510063,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.278110027,5.529270172,5.824299812,5.550980091,5.290649891,5.465030193,5.618460178,5.074510098,4.861130238,..,4.71378994,4.656740189,5.395989895,5.55632019,5.072710037,4.932980061,6.582499981,6.980400085,5.27489996,5.314129829,4.712989807,4.397119999,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.584830046,2.593400002,2.682824969,2.636595011,..,2.812619925,2.978379965,..,..,2.777280092,2.95720005,3.421319962,2.585034966,2.872040033,3.259230018,3.384880066,3.67008996,3.060230017,3.909319997,3.696439981,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.66652,1.93125999,2.224630117,2.084670067,..,..,..,..,2.841480017,2.552710056,..,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.148089886,2.432450056,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,4.641550064,4.526509762,4.866559982,4.234240055,..,..,..,..,..,..,..,..,10.09694004,6.428410053,7.088580132,..,..,7.216639996,6.202280045,..,..,..,8.577030182,7.025430202,8.64097023,..,11.36400986,..,12.49934959,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,..,12.08349991,..,..,..,..,..,..,..,..,7.963319778,6.985189915,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.701660037,..,..,..,1.777119994,1.734660029,2.279099941,..,..,2.76128006,2.584120035,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.264169931,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.46013999,2.433330059,..,2.053809881,1.921190023,2.048369884,..,..,2.556040049,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.764920235,4.843719959,5.449550152,6.116010189,..,..,5.840380192,5.79253006,5.108510017,5.169159889,4.873189926,4.820549965,4.590549946,4.83453989,5.577410221,5.312739849,5.127089977,4.769229889,4.609499931,4.49105978,4.22988987,4.003940105,3.812829971,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.70934999,3.430170059,3.684484959,3.271494985,..,3.286334991,3.52218008,3.669059992,3.60984993,3.938780069,4.309355021,3.944570065,3.819399953,3.736819983,3.801490068,4.035249949,4.078430176,3.825239897,4.073729992,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.819469929,2.645479918,3.168314934,..,..,3.107130051,..,..,..,3.013295054,..,3.04429996,3.102479935,3.040714979,3.067680001,3.336295009,3.632339954,3.025339961,3.449069977,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.85164988,3.001600027,..,3.225579977,3.374040008,3.352540016,3.546250105,3.605360031,..,4.339139938,4.661630154,4.547580004,4.137549877,4.693634987,4.668050051,4.534624815,..,4.39289999,4.430510044,3.989439964,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,2.221940041,2.757839918,2.647480011,2.716589928,..,3.306469917,3.491549969,3.568030119,4.191579819,4.252870083,4.397019863,4.52835989,5.095980167,3.206640005,..,..,3.660769939,3.944000006,3.877629995,3.740530014,..,..,..,..,..,3.534490108,3.336110115,..,..,..,..,3.555799961,..,..,..,..,..,..,..,..,..,..,4.090410233,..,4.007890224,3.918200016,..,3.569590092,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.377569914,3.36597991,3.340869904,2.734019995,2.861999989,2.797640085,2.245640039,2.290649891,2.206389904,2.054519892,2.207920074,2.546469927,2.629499912,2.685189962,3.337359905,2.049860001,2.032059908,2.981699944,3.077909946,2.689889908,2.738699913,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,3.217370033,2.711149931,2.673759937,2.516680002,3.25500989,5.053949833,..,3.97033,3.357110023,2.879909992,2.32178998,1.989009976,2.204519987,2.071460009,..,..,..,..,..,..,..,1.775449991,..,..,..,1.538460016,1.588790059,2.405009985,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,..,2.381680012,2.340670109,1.776939988,2.381230116,2.210119963,2.687190056,..,2.825489998,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,4.404789925,3.383399963,3.33149004,3.087090015,2.703789949,2.422310114,..,..,..,..,..,..,..,..,..,3.19866991,3.525079966,3.171439886,3.176350117,3.270539999,..,..,..,..,4.008850098,5.381259918,..,..,4.994909763,5.247970104,4.508979797,..,3.215660095,..,..,..,..,..,..,3.539799929,4.152619839,..,5.41617012,4.839839935,5.608660221,4.748569965,4.031330109,4.714839935,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,4.550940037,..,..,..,..,..,..,..,5.087609768,5.72619009,6.696969986,7.03278017,..,5.66629982,6.11111021,7.243360043,6.326000214,..,..,..,..,5.111430168,4.654630184,4.705289841,4.342549801,4.913849831,4.620379925,..,5.686789989,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,..,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.76293993,5.739029884,5.481200218,5.212639809,4.894869804,4.75191021,4.677569866,4.481259823,4.163189888,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.77493,4.117469788,3.506599903,3.76038003,3.800120115,3.470459938,4.366549969,4.099709988,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.559590101,..,3.470659971,3.447940111,3.278850079,..,..,..,2.435369968,..,..,..,..,..,..,..,..,..,..,..,2.649590015,2.231839895,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,..,..,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648070097,3.801500082,3.096090078,3.787309885,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,6.15196991,5.549990177,5.26970005,4.493100166,4.422210217,3.831890106,3.897609949,3.348829985,3.153640032,..,2.865329981,2.854079962,3.314690113,3.078720093,3.248339891,3.105720043,3.16531992,3.338239908,3.58874011,3.831419945,3.920300007,4.314099789,..,..,..,..,..,4.277430058,..,..,..,4.146259785,..,4.474339962,..,..,5.981349945,5.570610046,5.170370102,6.454889774,7.796120167,6.522429943,7.876140118,7.204949856,5.216350079,5.207540035,4.824379921,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.73182964,..,..,8.208979607,11.81980038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.585800052,..,1.722030044,..,2.106839895,2.277149916,2.365010023,1.950799942,..,1.958510041,..,..,..,..,2.331020117,2.158210039,2.293540001,..,..,1.944059968,..,..,1.89546001,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.440899849,5.565969944,..,..,5.053979874,4.603779793,4.453730106,4.086810112,3.963089943,3.483570099,3.057359934,3.131449938,3.515670061,3.170340061,3.509890079,..,..,..,..,..,..,..,3.93975997,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.332070112,3.418200016,3.61578989,4.916950226,4.886670113,5.013599873,5.02312994,4.834589958,4.719349861,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.282010078,2.324980021,2.548000097,3.005019903,..,3.647089958,3.692559958,..,..,3.365289927,3.535360098,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.260620117,5.235239983,4.909490108,4.522819996,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.424910069,6.706870079,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.40791988,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.934509993,..,4.982919931,..,..,4.840194941,5.27562499,5.608300209,5.339560032,5.727200031,..,5.400839806,..,..,4.317100048,..,..,..,4.569794893,..,..,4.671569824,..,..,..,..,6.20182991,..,..,5.371479988,..,4.289989948,..,4.466135025,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.982919931,..,..,4.840194941,..,5.705175161,..,..,..,..,..,..,4.317100048,..,..,..,..,..,..,4.185309887,..,..,..,..,..,..,..,..,..,..,..,4.466135025,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.982919931,..,..,4.840194941,..,5.705175161,..,..,..,..,..,..,4.317100048,..,..,..,..,..,..,4.185309887,..,..,..,..,..,..,..,..,..,..,..,4.466135025,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.08521986,3.607439995,3.708529949,3.396905065,3.645974994,3.486520052,3.899299979,3.866260052,3.654980063,4.185910225,4.57174015,4.524564981,4.137549877,4.015854955,4.1240201,4.534624815,..,4.081150055,4.394094944,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.896639824,..,..,4.662559986,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.136380196,6.983389854,..,6.266019821,..,5.608449936,5.618440151,5.439730167,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.881030023,0.957520008,..,..,0.913600028,..,..,1.06456995,1.082239985,1.212419987,1.208829999,1.195279956,1.255360007,..,..,..,1.243860006,..,..,..,..,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,..,1.370929956,1.457929969,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.948970079,5.493020058,5.145659924,5.550370216,..,7.210780144,..,4.325729847,..,..,4.690130234,..,5.144849777,4.645100117,4.60902977,5.19520998,4.940770149,4.714849949,4.176990032,5.18061018,4.088590145,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,4.671689987,4.275489807,5.212709904,6.027120113,6.084249973,6.20182991,6.315480232,5.104859829,5.689260006,6.122680187,6.174670219,5.190130234,5.102169991,5.259280205,5.162139893,4.577819824,4.757329941,4.510489941,4.303160191,..,4.824969769,..,4.734809875,..,..,5.115540028,5.140160084,..,..,..,..,..,..,..,..,5.342150211,5.260640144,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78144002,2.819469929,..,..,..,..,3.345149994,4.019869804,3.883069992,..,..,..,..,..,5.672160149,6.115330219,..,..,5.865039825,5.505559921,5.499849796,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,2.865099907,3.27380991,..,1.987390041,1.726189971,1.637820005,1.643659949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.202479959,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.787440002,..,..,..,..,..,2.087680101,1.922889948,1.93208003,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.217549801,6.991390228,7.047440052,6.899199963,6.274879932,..,..,6.156459808,..,6.483980179,..,8.349610329,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.246150017,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.892879963,2.89331007,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.842619896,3.76116991,3.474649906,3.993020058,3.703589916,4.440989971,5.518370152,5.102069855,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,6.221149921,6.328199863,6.318490028,5.842949867,6.335889816,6.371660233,6.312290192,6.182509899,6.184420109,6.090330124,5.892799854,5.749370098,5.695010185,5.500790119,5.090109825,5.472879887,5.56155014,5.897920132,5.471459866,..,5.228789806,5.161650181,..,4.756609917,4.663249969,4.578879833,4.494190216,..,4.540569782,4.506999969,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.463039875,5.410220146,5.52655983,5.458899975,5.34815979,5.479599953,5.17509985,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,4.753230095,4.746799946,5.16753006,5.454740047,4.452670097,4.532529831,4.46765995,4.232649803,4.44054985,4.532700062,..,4.045680046,3.546299934,3.430310011,3.917390108,4.425859928,4.818240166,..,..,..,..,5.926050186,5.742129803,6.383719921,6.157219887,..,6.636209965,..,6.560490131,6.406990051,6.437530041,6.512030125,6.278960228,5.95276022,5.915939808,5.506169796,6.280670166,7.001289845,6.93487978,7.150629997,6.699979782,6.344449997,6.337389946,6.433350086,6.283669949,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,2.038589954,2.492029905,..,..,..,..,..,..,..,2.822779894,3.262409925,..,3.792680025,..,5.978899956,..,..,5.351749897,..,..,..,..,2.984970093,..,..,..,..,..,2.225850105,2.923650026,3.001600027,..,2.391010046,2.422009945,..,..,..,..,..,..,4.484220028,..,..,..,4.083280087,4.078430176,4.081150055,4.357679844,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,1.052270055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.060300112,2.292059898,2.226560116,2.049599886,2.254689932,2.318650007,2.134010077,..,..,2.584830046,2.562649965,2.281209946,2.401629925,1.936300039,..,..,2.563410044,3.03008008,2.741290092,3.356019974,2.744709969,3.102479935,3.209389925,3.714289904,5.127449989,4.494679928,2.990449905,2.581650019,3.547209978,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.210170031,3.063689947,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,7.710189819,7.615409851,7.037499905,6.689630032,6.442949772,6.720990181,6.733530045,7.097670078,6.714749813,6.484670162,6.43061018,6.519139767,6.880430222,6.644040108,6.212870121,6.04418993,6.32446003,6.176149845,6.098320007,5.991990089,6.884300232,6.770939827,7.704259872,6.680019855,6.324450016,..,..,5.511970043,5.549940109,5.441999912,4.969560146,5.01072979,..,..,4.782149792,..,4.780360222,4.638259888,4.852640152,5.36992979,5.274439812,..,4.931049824,4.961740017,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.733449936,4.630569935,4.52628994,4.271230221,4.303110123,..,..,..,..,..,3.300149918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
